name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Austin, TX",2019-06-04,83.4,74.2,78.3,88.9,74.2,80.1,72.2,82.1,0.121,100,20.83,rain,0,0,22.8,11.1,127.5,1013.2,49.1,9.4,72.8,6.2,4,,2019-06-04T06:29:15,2019-06-04T20:29:34,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-05,89.5,75,80.2,97.6,75,82.8,72.9,79.7,0.004,100,16.67,rain,0,0,23,8.4,44.1,1009.2,63.2,9.2,236.7,20.2,10,,2019-06-05T06:29:06,2019-06-05T20:30:03,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-06,89.7,68.2,77.3,96.6,68.2,78.9,69.2,77.4,0.689,100,29.17,rain,0,0,41.1,14.9,351.7,1007.8,34.6,9.5,235.3,20.4,10,,2019-06-06T06:28:59,2019-06-06T20:30:32,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-07,94,71.6,82.4,96.8,71.6,83.7,66.8,62.9,0,0,0,,0,0,20.8,9,331.8,1007.3,10.1,9.9,307.7,26.5,10,,2019-06-07T06:28:53,2019-06-07T20:30:59,0.15,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-08,96.2,70,83.5,99.2,70,85.4,66.8,60.4,0,0,0,,0,0,15,6.4,51.3,1008.5,1,9.9,325.9,28.1,10,,2019-06-08T06:28:48,2019-06-08T20:31:26,0.19,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-09,97,72.7,83.5,108.9,72.7,87.7,71.1,68.2,0.87,100,8.33,rain,0,0,49.4,18.3,135.8,1011.1,18.2,9.5,272.4,23.4,10,,2019-06-09T06:28:45,2019-06-09T20:31:52,0.23,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-10,87.2,75.4,79.5,88,75.4,79.9,64.9,62.4,0,0,0,,0,0,27.5,13.7,2.9,1020.4,36.8,9.9,258.2,22.2,9,,2019-06-10T06:28:43,2019-06-10T20:32:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-11,78.9,70.2,74.1,78.9,70.2,74.1,61.3,65.5,0.037,100,16.67,rain,0,0,14.1,6.9,6.2,1018.8,33.4,9.8,109.8,9.6,4,,2019-06-11T06:28:42,2019-06-11T20:32:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-12,89.3,65.9,77.3,90.1,65.9,77.8,64.6,68.5,0,0,0,,0,0,17,4.9,20.4,1015.5,17.2,9.1,264.9,22.9,9,,2019-06-12T06:28:43,2019-06-12T20:33:05,0.33,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-13,90,71.1,80.3,88.3,71.1,79.9,59.3,51.3,0,0,0,,0,0,16.3,6.2,38.4,1017.4,3.9,9.9,331.2,28.5,10,,2019-06-13T06:28:45,2019-06-13T20:33:27,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-14,90.8,70.6,80.9,95,70.6,82.7,65.4,60.4,0.002,100,4.17,rain,0,0,25.9,11.3,165.8,1014.6,18.2,9.9,296,25.7,9,,2019-06-14T06:28:48,2019-06-14T20:33:48,0.41,Rain,Clear conditions throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-15,94.1,75.7,84,100.5,75.7,87.4,70.9,66.5,0,0,0,,0,0,33.8,12.7,178.2,1010.8,51.8,9.9,280.8,24.5,10,,2019-06-15T06:28:53,2019-06-15T20:34:08,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-16,95.2,73,84.3,102.9,73,88.4,71.7,67.5,0.003,100,4.17,rain,0,0,28.2,13.9,174.4,1009.4,56.2,9.9,259.9,22.6,10,,2019-06-16T06:28:59,2019-06-16T20:34:27,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-17,88.2,69.2,77.2,91,69.2,78.1,67.3,73.6,0.586,100,16.67,rain,0,0,28.9,11.6,66.1,1011.6,25.7,9.6,218.6,18.8,9,,2019-06-17T06:29:06,2019-06-17T20:34:45,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-18,93.5,71.9,82.4,100.7,71.9,85.7,70.4,69.2,0,0,0,,0,0,17.7,8.7,175.3,1012,21.2,9.9,283.2,24.5,9,,2019-06-18T06:29:15,2019-06-18T20:35:02,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-19,96.7,78.1,86.5,107,78.1,92.6,73.6,67.4,0,0,0,,0,0,26.2,11.3,184.6,1008.5,29.6,9.5,320.2,27.6,10,,2019-06-19T06:29:25,2019-06-19T20:35:17,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-20,96,77.7,86.1,110.8,77.7,94.4,75.1,70.8,0,0,0,,0,0,25,11.5,157.1,1008.4,60.6,9.2,279.9,24.1,10,,2019-06-20T06:29:36,2019-06-20T20:35:32,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166,D9418"
"Austin, TX",2019-06-21,94.9,80,86,106.7,80,93.8,74.6,70,0,0,0,,0,0,27.9,13.4,169.5,1009.8,73.2,9.5,272.7,23.4,9,,2019-06-21T06:29:48,2019-06-21T20:35:45,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-22,91.6,75,83.8,102,75,90.5,73.9,72.9,0.011,100,8.33,rain,0,0,35.3,11.5,164,1011,50.7,9.6,149.6,13,6,,2019-06-22T06:30:01,2019-06-22T20:35:57,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-23,94.9,80.2,85.9,106.7,85.2,94.5,75.2,71.6,0.003,100,4.17,rain,0,0,26.8,14.3,173.9,1009.4,68.2,9.7,197.9,17.3,8,,2019-06-23T06:30:16,2019-06-23T20:36:07,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-24,83.8,67.6,74,92.2,67.6,75.8,67.8,81.3,0.301,100,25,rain,0,0,43.6,17.9,136.6,1011.3,53.3,9.3,47.6,4.2,4,,2019-06-24T06:30:32,2019-06-24T20:36:17,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-25,92.1,69.3,78.5,97.6,69.3,80.3,67.5,70.5,0.118,100,4.17,rain,0,0,27.2,14.9,151.9,1014.2,22.6,9.9,271.4,23.4,10,,2019-06-25T06:30:48,2019-06-25T20:36:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-26,89.5,70.8,79.3,96.9,70.8,81.8,70.3,75.1,0.011,100,12.5,rain,0,0,33.3,10.2,126.7,1017.7,39.7,9.1,209.7,18.2,9,,2019-06-26T06:31:06,2019-06-26T20:36:32,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-27,93.7,72.3,80.6,99.2,72.3,82.9,72,77.3,0.708,100,8.33,rain,0,0,28.3,15.3,138.8,1019.5,59.2,8.2,222.1,19.1,10,,2019-06-27T06:31:25,2019-06-27T20:36:37,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-06-28,92.8,73.2,82.1,98.9,73.2,85.2,71,71.7,0,0,0,,0,0,17.9,8.9,175.6,1019,49.5,8.4,299.9,25.9,10,,2019-06-28T06:31:45,2019-06-28T20:36:41,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-29,93.7,70.6,82.7,97.7,70.6,84.8,67.7,62.8,0,0,0,,0,0,26.9,16.5,151.6,1017.1,11.1,9.8,280.3,24.5,9,,2019-06-29T06:32:06,2019-06-29T20:36:44,0.9,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-06-30,85.3,68.5,75.4,90.1,68.5,76.3,68.3,79.8,0.901,100,58.33,rain,0,0,31.1,11.9,288.4,1016.1,63.4,9.2,179.9,15.6,8,,2019-06-30T06:32:28,2019-06-30T20:36:45,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
"Austin, TX",2019-07-01,91.7,73.5,81.9,97.1,73.5,84.7,70.1,69.1,0,0,0,,0,0,21.9,9.4,170.9,1015.2,50.3,9.9,292.9,25.5,10,,2019-07-01T06:32:50,2019-07-01T20:36:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-07-02,93,75.7,82,98.7,75.7,84.6,71.9,73.2,0,0,0,,0,0,29.7,15.4,160.4,1013.8,45.4,9.7,288.8,24.9,10,,2019-07-02T06:33:14,2019-07-02T20:36:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-03,89.9,75.5,79.8,97.7,75.5,81.5,72.5,79.4,0.017,100,4.17,rain,0,0,24.8,15.1,176.8,1012.4,68.4,9.6,166.2,14.5,10,,2019-07-03T06:33:39,2019-07-03T20:36:41,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-07-04,91.9,75.6,83.2,97.7,75.6,86.5,72.4,71.9,0,0,0,,0,0,29.5,12.2,163.1,1012.8,55.8,9.3,220.9,19,9,,2019-07-04T06:34:04,2019-07-04T20:36:36,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-05,95.6,78.1,85.5,104.7,78.1,90.1,73.1,68.2,0,0,0,,0,0,27.3,13.6,166.2,1015.6,50.8,9.7,321,27.8,10,,2019-07-05T06:34:30,2019-07-05T20:36:31,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-06,93.3,76.5,84.9,100.6,76.5,89.1,72.2,67.8,0,0,0,,0,0,19.5,12.1,172.4,1017.3,31,9.7,309,26.7,10,,2019-07-06T06:34:57,2019-07-06T20:36:23,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-07,94.9,78.1,86,101.8,78.1,90.4,72.3,65.9,0,0,0,,0,0,19.2,11.2,182.3,1015.2,32,9.9,290.6,25.2,9,,2019-07-07T06:35:25,2019-07-07T20:36:15,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-08,95.4,73.1,82.7,104.8,73.1,86.2,72.3,72.8,0.277,100,8.33,rain,0,0,26.3,8.9,177.6,1013,38.6,9.8,274.3,23.5,10,,2019-07-08T06:35:53,2019-07-08T20:36:04,0.21,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
"Austin, TX",2019-07-09,95.2,75.4,85.2,104.7,75.4,90.5,73.5,70.2,0,0,0,,0,0,21.9,9.8,173.7,1012.4,26.3,9.7,278.9,24.1,9,,2019-07-09T06:36:22,2019-07-09T20:35:53,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-07-10,96.6,78.5,86.9,104.3,78.5,92.2,72.4,64.5,0,0,0,,0,0,36.4,17.6,183.5,1013.6,22.5,9.9,308.7,26.6,9,,2019-07-10T06:36:52,2019-07-10T20:35:40,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-11,97,74.6,85.2,102.2,74.6,87.7,68.6,60.5,0,0,0,,0,0,27.7,10.5,16.5,1013,19.5,9.9,291.6,25.2,10,,2019-07-11T06:37:22,2019-07-11T20:35:25,0.32,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-12,96.4,76.7,86.2,101.1,76.7,88.6,67.8,56.8,0,0,0,,0,0,21.5,13.8,20.3,1009.9,23.3,9.9,236.3,20.4,7,,2019-07-12T06:37:53,2019-07-12T20:35:09,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-13,96.3,74.8,85.2,103.7,74.8,88.6,67.6,56.6,0,0,0,,0,0,25.1,13,352.3,1009.3,32.2,9.9,227.8,19.6,9,,2019-07-13T06:38:24,2019-07-13T20:34:52,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-14,97.4,78.7,87.5,105.1,78.7,92,70.3,58.4,0,0,0,,0,0,24.4,7.1,14.7,1010.5,21.4,9.9,238.3,20.7,8,,2019-07-14T06:38:56,2019-07-14T20:34:33,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-15,95.2,77.3,85.3,105.9,77.3,90.7,72.2,65.9,0,0,0,,0,0,19.7,10.5,177.7,1011.7,15.1,9.9,212.8,18.3,10,,2019-07-15T06:39:28,2019-07-15T20:34:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-16,97.9,77.8,87.2,104.9,77.8,91.7,71.8,63.2,0,0,0,,0,0,26.6,10.6,182.1,1013.7,35.1,9.8,291.8,25,10,,2019-07-16T06:40:01,2019-07-16T20:33:50,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-17,99.4,78.1,86.8,105.9,78.1,91.3,71.9,63.8,0,0,0,,0,0,27.3,14.5,173.2,1014.8,36.9,9.9,294.3,25.3,10,,2019-07-17T06:40:34,2019-07-17T20:33:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-18,98.3,76.9,86.8,104.4,76.9,90.6,71.1,62.7,0,0,0,,0,0,22.1,11,177.4,1014.1,34.2,9.8,299.3,25.9,10,,2019-07-18T06:41:08,2019-07-18T20:33:02,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-19,98.2,76.9,86.6,103.7,76.9,90.7,71.2,63,0,0,0,,0,0,27.5,12.2,175.5,1013.5,37,9.9,278.3,24,9,,2019-07-19T06:41:42,2019-07-19T20:32:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-20,98.2,77.6,87.2,103,77.6,90.8,69.9,59.5,0,0,0,,0,0,25.5,10.3,176.1,1012.8,44.5,9.9,322.6,27.9,10,,2019-07-20T06:42:16,2019-07-20T20:32:09,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-21,98.2,74.6,86.5,102.5,74.6,89.2,69.1,60.2,0,0,0,,0,0,23.3,10.3,172.5,1012.7,31.5,9.7,310.1,26.8,9,,2019-07-21T06:42:51,2019-07-21T20:31:40,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-22,97.7,76.5,86.9,100.9,76.5,89.7,69.1,59.7,0,0,0,,0,0,18.3,9.8,165.4,1014.1,20,9.7,257,22.2,9,,2019-07-22T06:43:26,2019-07-22T20:31:09,0.69,Clear,Partly cloudy throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-23,93.2,80.5,85.6,91.8,81.9,86.8,63.3,49.5,0,0,0,,0,0,26.2,14.8,25.7,1016.4,54.2,9.9,269.2,23.3,10,,2019-07-23T06:44:01,2019-07-23T20:30:37,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-24,90.5,73.3,81.2,87.7,73.3,80.4,56.7,45.4,0,0,0,,0,0,25.3,11.2,44.2,1018,32.8,9.9,326.7,28.3,10,,2019-07-24T06:44:37,2019-07-24T20:30:04,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-07-25,90.2,62.7,78.3,87.5,62.7,77.4,54.7,47.4,0,0,0,,0,0,19.7,7,58.7,1017.8,3.6,9.9,321.8,27.8,10,,2019-07-25T06:45:12,2019-07-25T20:29:30,0.79,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-26,91.2,64.8,79.9,88.9,64.8,79.2,57.7,50.2,0,0,0,,0,0,21.9,8.1,74.1,1018.5,11.8,9.9,297.6,25.7,9,,2019-07-26T06:45:48,2019-07-26T20:28:54,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-07-27,95,69.9,83.4,96.3,69.9,84.6,64.1,54.5,0,0,0,,0,0,16.6,7.1,144.5,1018.3,22.9,9.9,256.7,22.1,10,,2019-07-27T06:46:24,2019-07-27T20:28:16,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-28,99.8,76.2,86.6,102.1,76.2,89.2,68.6,58.8,0,0,0,,0,0,27.5,13.3,174.2,1016.2,36.1,9.8,267.4,23,10,,2019-07-28T06:47:00,2019-07-28T20:27:38,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-29,98.1,76.4,86.8,101,76.4,89.1,69.1,59.8,0,0,0,,0,0,25.7,11.9,180.2,1014.7,35.4,9.7,266.5,23,9,,2019-07-29T06:47:36,2019-07-29T20:26:58,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-30,100.5,77.3,87.9,104,77.3,90.8,69.3,58.1,0,0,0,,0,0,20.4,8.6,184.9,1014.5,17.8,9.9,276.8,23.8,9,,2019-07-30T06:48:12,2019-07-30T20:26:17,0.95,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-07-31,101.1,75.2,87.8,102.7,75.2,90.7,68.5,57,0,0,0,,0,0,18.3,10.9,135.3,1014.5,16.8,9.8,298.3,25.7,10,,2019-07-31T06:48:49,2019-07-31T20:25:34,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-01,97.5,75.9,87,99.9,75.9,89.2,67.7,56.2,0,0,0,,0,0,18.6,7.5,136.4,1015.1,13.2,9.8,299,25.9,10,,2019-08-01T06:49:25,2019-08-01T20:24:51,0.02,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-02,98.9,76,87.6,102.1,76,90.1,68.1,55.7,0,0,0,,0,0,17.4,7.9,155.5,1013.9,12.5,9.9,284.8,24.6,9,,2019-08-02T06:50:02,2019-08-02T20:24:06,0.05,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-08-03,94.2,78.6,85.7,98.9,78.6,89.1,69.6,60.2,0,0,0,,0,0,17.9,10,137,1012.4,17.9,9.9,162,14.1,6,,2019-08-03T06:50:38,2019-08-03T20:23:20,0.09,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166,D9418"
"Austin, TX",2019-08-04,93.8,75.1,83.6,98.6,75.1,87,71.2,68.5,0.153,100,12.5,rain,0,0,19.7,7.8,126.1,1013,45.7,9.5,164.4,14.2,8,,2019-08-04T06:51:14,2019-08-04T20:22:32,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-05,98.9,76,86.8,103.5,76,90.3,70.4,61.5,0,0,0,,0,0,18.3,8.2,141.1,1012.8,22.6,9.9,283.9,24.5,10,,2019-08-05T06:51:51,2019-08-05T20:21:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-06,99.1,76.9,87.7,102.9,76.9,91.7,70.4,59.9,0,0,0,,0,0,18.3,8.8,160.3,1012.2,13.7,9.9,274.3,23.6,9,,2019-08-06T06:52:27,2019-08-06T20:20:54,0.19,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-07,100,78.2,88.4,104.1,78.2,92.4,70.7,59.7,0,0,0,,0,0,22.6,11.8,179.2,1011.8,25.5,9.8,291.5,25.1,9,,2019-08-07T06:53:04,2019-08-07T20:20:03,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
"Austin, TX",2019-08-08,101.7,78.2,89.2,107.3,78.2,94.4,71.2,59.2,0,0,0,,0,0,22.1,13.1,176.6,1011.4,36.7,9.9,286.5,24.9,10,,2019-08-08T06:53:40,2019-08-08T20:19:11,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-08-09,102.8,79.6,89.2,106.5,79.6,94.2,70.7,58.9,0,0,0,,0,0,25.3,17.1,182.9,1011.9,36,9.8,283.3,24.4,9,,2019-08-09T06:54:16,2019-08-09T20:18:18,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166"
"Austin, TX",2019-08-10,101.7,79.3,89.1,107.2,79.3,93,70.3,58,0,0,0,,0,0,24.2,9.2,175.5,1012.3,40.5,9.9,281.8,24.4,9,,2019-08-10T06:54:52,2019-08-10T20:17:24,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-11,102.7,78,89.2,106.3,78,93,70.2,57.9,0,0,0,,0,0,25.3,8.9,182.9,1013.2,23.1,9.9,286.8,24.8,10,,2019-08-11T06:55:28,2019-08-11T20:16:29,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958"
"Austin, TX",2019-08-12,102.9,78.2,89.9,106.6,78.2,94.2,70.1,56.6,0,0,0,,0,0,23.3,13.4,181.1,1011.6,19.4,9.9,291.3,25.1,9,,2019-08-12T06:56:04,2019-08-12T20:15:33,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,72054200166,D9418"
"Austin, TX",2019-08-13,102.3,78.2,90,105.3,78.2,93.7,69.7,56.4,0,0,0,,0,0,20.4,8.6,171.5,1011.1,18.7,9.9,292.6,25.3,9,,2019-08-13T06:56:40,2019-08-13T20:14:36,0.44,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
"Austin, TX",2019-08-14,100.9,78.7,88.8,105,78.7,93.2,70,57.8,0.02,100,8.33,rain,0,0,36.2,8.5,151.9,1013.1,24.8,9.8,274.1,23.9,9,,2019-08-14T06:57:16,2019-08-14T20:13:38,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,E4737,KEDC,72254013904,72254413958,D9418"
